Vset,Current_mA,Output_Voltage,V_2wire,V_4wire,V_4wire_high,V_4wire_low,VIA,R_2wire,R_4wire
0.0,0.4906084192993768,0.0142118,1.28842,1.2758494999999999,1.28693,0.0110805,0.0173005,2626.167732384116,2600.54546520421
0.03043496786502179,0.49928881796690305,0.014142,1.2902,1.2776858,1.28882,0.0111342,0.0176066,2584.0754961300277,2559.0114459256633
0.06086993573004358,0.5064492252310338,0.0143085,1.29121,1.2786685,1.28998,0.0113115,0.0178591,2549.534949749348,2524.771361663536
0.09130490359506538,0.5274597034171502,0.0142441,1.77068,1.855035,1.8698,0.014765,0.0186,3356.9957828600764,3516.9226918798663
0.12173987146008716,3.2974171717171723,0.0267638,1.92597,1.8999639,1.91749,0.0175261,0.116278,584.0844211401454,576.1976119662679
0.15217483932510895,4.107578261336772,0.0303733,1.94602,1.9161072,1.93569,0.0195828,0.144847,473.7633408758684,466.48099636607316
0.18260980719013076,4.803513131313132,0.0339614,1.96249,1.9290463,1.9498,0.0207537,0.169388,408.5530623840547,401.59072063838795
0.21304477505515254,5.4345364281108965,0.037753,1.97629,1.9409192,1.96286,0.0219408,0.19164,363.65383251041703,357.14531049241384
0.24347974292017432,6.087735718891039,0.040439,1.99037,1.9519851,1.97572,0.0237349,0.214674,326.94750427874555,320.6422207098668
0.27391471078519614,6.715469482054589,0.044113,2.00301,1.9614596,1.98672,0.0252604,0.23681,298.26805189905826,292.0807853034713
0.3043496786502179,7.25798730926284,0.0472327,2.0146,1.9707851,1.99771,0.0269249,0.255941,277.57006373225715,271.53327996107555
0.3347846465152397,7.907329905437353,0.0511487,2.02696,1.9809324000000001,2.00891,0.0279776,0.278839,256.33937425656063,250.51849659615726
0.3652196143802615,8.902272039544378,0.0567563,2.04539,1.9940666999999999,2.02473,0.0306633,0.313924,229.76044664937956,223.9952554968267
0.39565458224528327,9.58570101010101,0.061026,2.05812,2.0036572,2.03677,0.0331128,0.338024,214.7073018270901,209.02563076906216
0.4260895501103051,10.272306082097572,0.0654464,2.0724,2.0123649,2.04638,0.0340151,0.362236,201.7463248697144,195.9019604669998
0.45652451797532684,10.951623135611435,0.0695337,2.08447,2.0213671,2.05774,0.0363729,0.386191,190.33434352045234,184.5723757081371
0.48695948584034865,11.693639834515366,0.073643,2.0965,2.0306697999999996,2.06918,0.0385102,0.412357,179.2854944798193,173.6559214014957
0.5173944537053704,12.450317644530411,0.0784504,2.10894,2.0410945999999996,2.08112,0.0400254,0.43904,169.3884493723327,163.93915868457216
0.5478294215703923,13.186549301525899,0.0828913,2.11954,2.0493506999999997,2.09095,0.0415993,0.465002,160.73499984978898,155.41220475040097
0.578264389435414,13.983268676122933,0.0872316,2.13182,2.0569986,2.10065,0.0436514,0.493097,152.45505535055474,147.10427494770366
0.6086993573004358,14.747064356329252,0.0922748,2.14366,2.0652409,2.11119,0.0459491,0.520031,145.36181223620744,140.0442047378484
0.6391343251654577,15.413308349451968,0.0966153,2.15451,2.0729279,2.11972,0.0467921,0.543525,139.78244976047634,134.48948486609004
0.6695692930304794,16.145031076724692,0.101556,2.16816,2.0811826,2.13065,0.0494674,0.569328,134.29271146623583,128.90545642865402
0.7000042608955012,16.919007296367933,0.106379,2.17858,2.0892199000000002,2.13981,0.0505901,0.596621,128.76523792667695,123.48359826338634
0.730439228760523,17.800800816677416,0.111504,2.19133,2.0968875000000002,2.14983,0.0529425,0.627716,123.10288860414424,117.79736887092432
0.7608741966255448,18.625708091553836,0.117159,2.20291,2.1058543000000003,2.16094,0.0550857,0.656805,118.27255045401198,113.061704266424
0.7913091644905665,19.395827616591447,0.122906,2.21541,2.1143899,2.172,0.0576101,0.683962,114.22095740348347,109.01261558910346
0.8217441323555883,20.331359638942622,0.128508,2.22803,2.1223209,2.18172,0.0593991,0.716952,109.58588306767436,104.38657018957618
0.8521791002206102,21.03849593810445,0.132219,2.23868,2.1289094,2.19029,0.0613806,0.741888,106.40874740220157,101.19114057693484
0.8826140680856319,21.803340866107888,0.1375,2.24824,2.1348741999999996,2.19879,0.0639158,0.768859,103.11447286020132,97.91500362765717
0.9130490359506537,22.65930020416935,0.143365,2.26093,2.1434143000000003,2.20936,0.0659457,0.799043,99.77933915117048,94.59313750587974
0.9434840038156755,23.594066559209114,0.149881,2.27435,2.1514511,2.21976,0.0683089,0.832006,96.39499805141847,91.18610793950891
0.9739189716806973,24.400370954223085,0.155191,2.28424,2.1572575,2.22742,0.0701625,0.860439,93.6149702103056,88.4108485091139
1.004353939545719,25.278761508704065,0.163505,2.29729,2.1647289,2.23711,0.0723811,0.891414,90.87826550398798,85.63429419810119
1.0347889074107408,26.162029647539224,0.175312,2.30821,2.1723602,2.24741,0.0750498,0.922561,88.22748200719619,83.03484971412874
1.0652238752757626,27.324879787234043,0.204284,2.32306,2.1822328,2.26049,0.0782572,0.963567,85.0162935057198,79.86248492187406
1.0956588431407845,28.302608585858586,0.254383,2.33448,2.1915656,2.27159,0.0800244,0.998045,82.48285640944151,77.43334305570042
1.1260938110058063,29.260968837309264,0.309042,2.34662,2.1989503000000004,2.28189,0.0829397,1.03184,80.1962509528371,75.14960670735631
1.156528778870828,30.244142381259408,0.366827,2.35917,2.2071692,2.29245,0.0852808,1.06651,78.00419566407825,72.97840263335284
1.1869637467358498,31.188748979153235,0.420347,2.37095,2.2137566,2.30166,0.0879034,1.09982,76.01940050832941,70.97933301139105
