Vset,Current_mA,Output_Voltage,V_2wire,V_4wire,V_4wire_high,V_4wire_low,VIA,R_2wire,R_4wire
0.0,0.4913684150010746,0.0142601,1.28609,1.2733193,1.28462,0.0113007,0.0173273,2617.363999672603,2591.373928658429
0.03043496786502179,0.49928881796690305,0.0141098,1.28865,1.2758821,1.28707,0.0111879,0.0176066,2580.9710805208188,2555.398907580934
0.06086993573004358,0.5111680045132173,0.0142011,1.28839,1.2758151000000002,1.28696,0.0111449,0.0180255,2520.4824805631706,2495.882153686345
0.09130490359506538,0.5349235418009886,0.0141903,1.78727,1.8598516999999999,1.87452,0.0146683,0.0188632,3341.169083683609,3476.855203901147
0.12173987146008716,3.306236524822695,0.0156782,1.92569,1.8993814,1.9168,0.0174186,0.116589,582.4416933096671,574.4844283643195
0.15217483932510895,4.139991510853214,0.0170856,1.94636,1.9168357,1.93673,0.0198943,0.14599,470.13622972354193,463.00474167034173
0.18260980719013076,4.8973215559853855,0.0181597,1.96524,1.9296087,1.9504,0.0207913,0.172696,401.2887406991138,394.01306978539725
0.21304477505515254,5.309420717816463,0.0190457,1.97464,1.9402684,1.96186,0.0215916,0.187228,371.91251267277323,365.4388120890802
0.24347974292017432,6.141587653127015,0.0203563,1.99247,1.9539811,1.97828,0.0242989,0.216573,324.4226269384148,318.1556969239253
0.27391471078519614,6.980985890823126,0.0209793,2.00853,1.9660174,1.9924,0.0263826,0.246173,287.71437607979107,281.62460585752416
0.3043496786502179,7.710071319578767,0.0221771,2.02349,1.9781912,2.00568,0.0274888,0.271883,262.4476371394385,256.5723607480296
0.3347846465152397,8.511583204384268,0.0237188,2.03857,1.9887125,2.01893,0.0302175,0.300147,239.5053835519042,233.64777765147448
0.3652196143802615,9.628720169782936,0.0257705,2.05853,2.00224,2.03553,0.03329,0.339541,213.7906142978508,207.94456217384675
0.39565458224528327,10.369857769181174,0.0269518,2.0737,2.0136749999999997,2.04776,0.034085,0.365676,199.973813157106,194.18540203941524
0.4260895501103051,11.063552353320437,0.0275049,2.08445,2.0208497999999997,2.05733,0.0364802,0.390138,188.4069359851139,182.65831221863328
0.45652451797532684,11.809057092198582,0.0291325,2.09793,2.0321085,2.07107,0.0389615,0.416427,177.65431936017615,172.0805043226078
0.48695948584034865,12.638473296797766,0.0304216,2.1108,2.0411327,2.08133,0.0401973,0.445675,167.01384339948854,161.50152412136407
0.5173944537053704,13.334975327745541,0.0317108,2.12293,2.0503332,2.09298,0.0426468,0.470236,159.20014456891465,153.75605500626273
0.5478294215703923,14.230409069417583,0.0334727,2.13552,2.0591426,2.10332,0.0441774,0.501812,150.06736556782636,144.70016919086893
0.578264389435414,14.970015334192992,0.0339775,2.14745,2.067647,2.11409,0.046443,0.527893,143.4500868609675,138.11923059806693
0.6086993573004358,15.734349817322157,0.0357123,2.15944,2.0759942,2.1245,0.0485058,0.554846,137.2436754661857,131.94025962957235
0.6391343251654577,16.574400290135397,0.0377154,2.17305,2.0847962,2.13479,0.0499938,0.584469,131.1088161237023,125.78411064687572
0.6695692930304794,17.303797657425317,0.0390957,2.1838,2.091274,2.14383,0.052556,0.61019,126.20350995972835,120.8563600547307
0.7000042608955012,18.143224253169997,0.0400199,2.1948,2.0997353000000003,2.15329,0.0535547,0.639791,120.97078057206522,115.73109997982486
0.730439228760523,18.976270287986246,0.0412931,2.20857,2.1089701,2.1652,0.0562299,0.669167,116.38588439574616,111.13722918118296
0.7608741966255448,19.80432530625403,0.0431679,2.21991,2.1162281,2.17502,0.0587919,0.698367,112.09218015111942,106.85686420893691
0.7913091644905665,20.66391447453256,0.0451116,2.23204,2.1248054,2.18501,0.0602046,0.728679,108.01632008063618,102.82685802918594
0.8217441323555883,21.47478451536643,0.0464108,2.24304,2.1318765,2.19475,0.0628735,0.757273,104.44994213539034,99.27347575825598
0.8521791002206102,22.322406587148077,0.0474476,2.25455,2.1390585,2.20436,0.0653015,0.787163,100.99941470011736,95.82562219037546
0.8826140680856319,23.045877122286697,0.0496231,2.2658,2.1470053,2.21366,0.0666547,0.812675,98.31693486766187,93.16222978225123
0.9130490359506537,24.08210857511283,0.051412,2.2795,2.1543712999999998,2.22362,0.0692487,0.849216,94.655332729282,89.45941312740328
0.9434840038156755,24.913708349451966,0.0533828,2.29112,2.1612169,2.23319,0.0719731,0.878541,91.9622228800153,86.74810147432511
0.9739189716806973,25.811580883301097,0.0573578,2.30249,2.1693753,2.2429,0.0735247,0.910203,89.20375743004587,84.0465878400918
1.004353939545719,26.736790575972492,0.0626696,2.31398,2.1765248,2.25274,0.0762152,0.942829,86.54666286235195,81.40561200924296
1.0347889074107408,27.6376974210187,0.0745075,2.32582,2.1842382,2.26292,0.0786818,0.974598,84.15389909548668,79.03112067284115
1.0652238752757626,28.859135289060823,0.099606,2.34066,2.1950273,2.27685,0.0818227,1.01767,81.10638023472717,76.0600509340983
1.0956588431407845,29.82302535998281,0.12101,2.35244,2.202378,2.28673,0.084352,1.05166,78.87999193926703,73.84824220265725
1.1260938110058063,30.732467977648835,0.141491,2.36366,2.2102133999999998,2.29615,0.0859366,1.08373,76.91084236121378,71.91786229493343
1.156528778870828,31.671686546314206,0.161346,2.37595,2.2162713000000003,2.30534,0.0890687,1.11685,75.01810794084476,69.9764218984391
1.1869637467358498,32.61884536857941,0.182274,2.38811,2.2243266999999998,2.31593,0.0916033,1.15025,73.21258533266119,68.19146033116843
