Vset,Current_mA,Output_Voltage,V_4wire,V_4wire_high,V_4wire_low,R_4wire
0.7211931625736808,18.54165483558994,0.0205924,3.0410486,3.05964,0.0185914,164.01171454032422
0.7340716119053536,18.898257296367934,0.0206537,3.0452955,3.06418,0.0188845,161.14160434175466
0.7469500612370266,19.436039329464865,0.0207342,3.0510267,3.07014,0.0191133,156.9778002751142
0.7598285105686994,19.684427476896627,0.0207696,3.0540427,3.07333,0.0192873,155.1501918755063
0.7727069599003723,19.967384085536214,0.0207696,3.0574472,3.07706,0.0196128,153.12207081821623
0.7855854092320451,20.56607920696325,0.0209469,3.0637496,3.08382,0.0200704,148.97101042782515
0.798463858563718,20.812680797335055,0.0209984,3.0650538999999997,3.08525,0.0201961,147.26857774095407
0.8113423078953909,21.092035933806148,0.0210629,3.0693962999999997,3.08966,0.0202637,145.52394608243557
0.8242207572270638,21.372326885880078,0.020992,3.0719186,3.09225,0.0203314,143.73346507391787
0.8370992065587367,21.801072222222224,0.0212465,3.077481,3.09798,0.020499,141.1619102322439
0.8499776558904095,22.044214130668387,0.0213142,3.0799868,3.10046,0.0204732,139.7186028834231
0.8628561052220824,22.197319234902217,0.0214689,3.0811681,3.10168,0.0205119,138.80811765572525
0.8757345545537553,22.64909130668386,0.0215366,3.0876144,3.10821,0.0205956,136.3239857260335
0.8886130038854282,22.885909370298737,0.0217944,3.0898072,3.11039,0.0205828,135.0091512644869
0.901491453217101,23.29174140339566,0.0218492,3.0923936000000003,3.11316,0.0207664,132.76781441293033
0.9143699025487739,23.713198721255104,0.0219395,3.0980507,3.11883,0.0207793,130.64668062782653
0.9272483518804467,24.43502448957662,0.0224036,3.105074,3.12595,0.020876,127.07472428867622
0.9401268012121197,24.77384645390071,0.0225551,3.1081315000000003,3.12903,0.0208985,125.46019068066906
0.9530052505437925,25.109350526542016,0.023074,3.111345,3.13225,0.020905,123.91180714575356
0.9658836998754654,25.672286148721255,0.0230901,3.1174775,3.13855,0.0210725,121.43357556628366
0.9787621492071382,25.970896400171934,0.0234833,3.1198511,3.14103,0.0211789,120.12874149308708
0.9916405985388111,26.166963947990546,0.0234156,3.1209761,3.1423,0.0213239,119.27161692136893
1.004519047870484,26.50723217279175,0.0234704,3.1236069,3.14505,0.0214431,117.8397985741497
1.0173974972021569,27.132697292069636,0.0237991,3.1297547,3.15172,0.0219653,115.34992877080329
