Vset,Current_mA,Output_Voltage,V_2wire,V_4wire,V_4wire_high,V_4wire_low,VIA,R_2wire,R_4wire,Illumination_mA,Iph_A,P_opt_W,P_opt_uW
0.0,0.5265494100580271,0.290325,2.07724,2.0645408,2.07553,0.0109892,0.0185679,3945.0048947373866,3920.887120113728,1.13223,1.0873595505617978e-05,5.72294500295683e-05,57.229450029568305
0.0304349678650217,0.5352269729206963,0.289345,2.07705,2.0645759999999997,2.07549,0.010914,0.0188739,3880.6900718506063,3857.384071534647,1.144653553882502,1.0836891385767791e-05,5.7036270451409424e-05,57.03627045140942
0.0608699357300435,0.5545699978508489,0.288753,2.07839,2.0655166,2.07664,0.0111234,0.019556,3747.750523927515,3724.537223442655,1.24512141319121,1.0814719101123596e-05,5.6919574216439976e-05,56.919574216439976
0.0913049035950653,0.5656891886954654,0.288657,2.08357,2.158628,2.16973,0.011102,0.0199481,3683.241684015416,3815.9258531668374,1.5040621197868156,1.0811123595505618e-05,5.6900650502661144e-05,56.90065050266114
0.1217398714600871,1.3901654212336128,0.347522,2.75657,2.7338084,2.75127,0.0174616,0.0490219,1982.907902826312,1966.5345995831617,3.1936211556592053,1.3015805243445692e-05,6.850423812339838e-05,68.50423812339838
0.1521748393251089,4.1526392005157975,0.359581,2.80055,2.7703516,2.79016,0.0198084,0.146436,674.4024377682861,667.1303395816078,5.357064357400436,1.34674531835206e-05,7.088133254484526e-05,70.88133254484526
0.1826098071901307,5.051419191919193,0.364043,2.83426,2.8003903,2.82152,0.0211297,0.17813,561.0819241717248,554.3769371743714,6.243093228880523,1.3634569288389513e-05,7.176089099152376e-05,71.76089099152375
0.2130447750551525,5.898133806146573,0.366668,2.86214,2.8244656000000004,2.84805,0.0235844,0.207988,485.26196489766,478.8744529763912,7.129101228720522,1.3732883895131083e-05,7.227833629016359e-05,72.2783362901636
0.2434797429201743,6.773036320653342,0.371215,2.89351,2.8495315,2.87549,0.0259585,0.23884,427.21017030082686,420.71699679371096,8.015081404252024,1.3903183520599253e-05,7.317465010841712e-05,73.17465010841713
0.2739147107851961,7.650065688802923,0.376781,2.92181,2.8759912,2.90348,0.0274888,0.269767,381.9326681438212,375.9433339519511,8.931916339638589,1.4111647940074906e-05,7.427183126355214e-05,74.27183126355214
0.3043496786502179,8.498028057167419,0.382454,2.94703,2.8970707,2.92717,0.0300993,0.299669,346.7898646809493,340.9109361031761,9.850911482617722,1.4324119850187268e-05,7.539010447466984e-05,75.39010447466984
0.3347846465152397,9.373696238985602,0.388083,2.9714,2.9167504,2.94931,0.0325596,0.330548,316.993416923606,311.1633154773153,10.732411630879492,1.453494382022472e-05,7.64997043169722e-05,76.4997043169722
0.3652196143802615,10.497298839458416,0.394782,3.00399,2.9449659,2.9794,0.0344341,0.37017,286.1679033760826,280.5451140373498,11.63872888234972,1.4785842696629217e-05,7.782022471910114e-05,77.82022471910113
0.3956545822452832,11.366614818396734,0.400503,3.02652,2.9629444,3.0003,0.0373556,0.400825,266.2639711430718,260.67078433981146,12.569856289212192,1.500011235955056e-05,7.89479597871082e-05,78.9479597871082
0.4260895501103051,12.241318826563507,0.40039,3.04738,2.9798248,3.01956,0.0397352,0.43167,248.94213141375124,243.42351034382156,13.465084475122897,1.4995880149812735e-05,7.89256849990144e-05,78.9256849990144
0.4565245179753268,13.087948366645175,0.399234,3.06845,2.9979691,3.03887,0.0409009,0.461525,234.4485104953492,229.06333491048665,14.349700958440618,1.495258426966292e-05,7.869781194559432e-05,78.69781194559432
0.4869594858403486,13.936080883301097,0.405332,3.09002,3.0145167,3.05798,0.0434633,0.491433,221.72804720892623,216.3102184353812,15.217341022336658,1.5180973782771536e-05,7.989986201458703e-05,79.89986201458703
0.5173944537053704,14.811040113905008,0.408586,3.11082,3.0298091,3.07593,0.0461209,0.522287,210.03386501394172,204.5642356444321,16.08877307714047,1.5302846441947566e-05,8.054129706288193e-05,80.54129706288192
0.5478294215703923,15.685744122071782,0.413734,3.13075,3.0472722,3.09465,0.0473778,0.553132,199.5920611502675,194.27017145537337,16.963047964031087,1.549565543071161e-05,8.155608121427163e-05,81.55608121427163
0.578264389435414,16.512749892542445,0.415848,3.14943,3.0623495000000003,3.11208,0.0497305,0.582295,190.72716661337904,185.45363551972835,17.857334038641977,1.5574831460674156e-05,8.197279716144293e-05,81.97279716144293
0.6086993573004358,17.39615982162046,0.422825,3.16917,3.0770857,3.1294,0.0523143,0.613447,182.17641321398196,176.88304381842406,18.75428779923008,1.5836142322097377e-05,8.334811748472304e-05,83.34811748472305
0.6391343251654577,18.257705695250376,0.4223,3.18728,3.0916636,3.14546,0.0537964,0.643828,174.5717700351118,169.33472647684732,19.654067189191583,1.5816479400749064e-05,8.324462842499507e-05,83.24462842499507
