Vset,Current_mA,Output_Voltage,V_2wire,V_4wire,V_4wire_high,V_4wire_low,VIA,R_2wire,R_4wire
0.0,0.4936540737158823,0.0142655,1.29064,1.278151,1.28921,0.011059,0.0174079,2614.4623709573902,2589.1632786071714
0.03043496786502179,0.4998985160111757,0.0143192,1.29318,1.2807621,1.29195,0.0111879,0.0176281,2586.885054827988,2562.0442129325456
0.06086993573004358,0.5094920438426821,0.0144052,1.29282,1.280508,1.29161,0.011102,0.0179664,2537.4684759536485,2513.303231081244
0.09130490359506538,0.5308116247582206,0.0141957,1.76386,1.8539772,1.86871,0.0147328,0.0187182,3322.949079729406,3492.7215485238635
0.12173987146008716,3.346618385987535,0.0174938,1.92918,1.9032341,1.92083,0.0175959,0.118013,576.4565234200519,568.7036526091351
0.15217483932510895,4.295733913604127,0.0187129,1.95254,1.921951,1.94213,0.020179,0.151482,454.53001495658657,447.4092294016136
0.18260980719013076,5.137570943477327,0.0200877,1.97276,1.9392676,1.96058,0.0213124,0.181168,383.98691165610495,377.46779973171937
0.21304477505515254,5.960408080808081,0.0207054,1.99,1.9523834,1.97636,0.0239766,0.210184,333.8697574093293,327.5586794613073
0.24347974292017432,6.805789866752634,0.021264,2.00762,1.9653387,1.99163,0.0262913,0.239995,294.98706826191375,288.77451970725576
0.27391471078519614,7.639998581560284,0.0223275,2.02372,1.978786,2.00635,0.027564,0.269412,264.88486593235785,259.00345122785103
0.3043496786502179,8.437540339565873,0.0237241,2.03901,1.9893755000000002,2.01955,0.0301745,0.297536,241.65928907486696,235.7767097919863
0.3347846465152397,9.223370223511715,0.0244761,2.05316,2.0003564,2.03254,0.0321836,0.325247,222.60409701067798,216.87911810162407
0.3652196143802615,10.339316150870408,0.0262645,2.07512,2.0155154,2.04974,0.0342246,0.364599,200.70186168214883,194.93701233135474
0.39565458224528327,11.143210111755858,0.0270592,2.08884,2.0269307,2.06376,0.0368293,0.392947,187.45406207465447,181.89827524311238
0.4260895501103051,11.935051901998712,0.0277198,2.10173,2.0354332,2.07476,0.0393268,0.42087,176.09726520318125,170.5424674072121
0.45652451797532684,12.793450032237267,0.0294602,2.1151,2.0458472999999997,2.08634,0.0404927,0.45114,165.32678790086462,159.91365072320764
0.48695948584034865,13.550695003223728,0.0304431,2.12761,2.0545095,2.09757,0.0430605,0.477843,157.0111348158776,151.6165406653481
0.5173944537053704,14.31324292929293,0.0319526,2.13999,2.0625875000000002,2.10815,0.0455625,0.504733,149.5111911794901,144.10343694920377
0.5478294215703923,15.158794863528906,0.0332578,2.15282,2.0722931,2.11901,0.0467169,0.53455,142.01788594550797,136.70566286148545
0.578264389435414,15.951799333763162,0.0336714,2.16622,2.0808137999999996,2.13012,0.0493062,0.562514,135.79784666768188,130.4438299694382
0.6086993573004358,16.753651515151518,0.0342407,2.17809,2.0891084,2.13979,0.0506816,0.59079,130.00688226266368,124.69570577558397
0.6391343251654577,17.554794745325594,0.0357822,2.18968,2.0965465,2.14943,0.0528835,0.619041,124.73401322923797,119.42871052697772
0.6695692930304794,18.351599194068346,0.0368937,2.20136,2.1042256999999998,2.15922,0.0549943,0.647139,119.95466862155152,114.66170755735192
0.7000042608955012,19.14806334622824,0.0381289,2.21379,2.1128617,2.16972,0.0568583,0.675225,115.61430312669555,110.34336276186325
0.730439228760523,19.98394518590157,0.0391978,2.22525,2.1204199,2.17969,0.0592701,0.704701,111.35188669201747,106.10617074229818
0.7608741966255448,20.80700918762089,0.0400146,2.23649,2.1285075,2.18941,0.0609025,0.733725,107.48733659091175,102.29761907666929
0.7913091644905665,21.60565690952074,0.0405625,2.24761,2.1350903,2.1987,0.0636097,0.761888,104.02877401101232,98.82089255333642
0.8217441323555883,22.44533872770256,0.0416906,2.25916,2.1428989,2.20856,0.0656611,0.791498,100.65163317012865,95.47188955340577
0.8521791002206102,23.186164388566517,0.0429477,2.2718,2.1495735,2.21705,0.0674765,0.817622,97.98084590137134,92.7093185391194
0.8826140680856319,24.097138340855363,0.0437748,2.28237,2.1569010000000004,2.22651,0.069609,0.849746,94.71539598253325,89.50859514895569
0.9130490359506537,24.927206780571677,0.0455732,2.29399,2.1637491,2.23591,0.0721609,0.879017,92.0275592926818,86.80270994849013
0.9434840038156755,25.731327605845692,0.0464969,2.30424,2.1712105999999998,2.24502,0.0738094,0.907373,89.54998495594602,84.38004572709028
0.9739189716806973,26.62939864603482,0.0481835,2.31557,2.1781048,2.25432,0.0762152,0.939042,86.95539958596828,81.79324020613304
1.004353939545719,27.505293692241565,0.0511166,2.32642,2.1851098,2.26384,0.0787302,0.969929,84.58080928094996,79.44324552391002
1.0347889074107408,28.37818278529981,0.0560955,2.33761,2.1932994000000003,2.27429,0.0809906,1.00071,82.37349155460744,77.28822583862389
1.0652238752757626,29.576310337416725,0.0616599,2.35207,2.2024933000000004,2.28684,0.0843467,1.04296,79.52547066103838,74.4681562667283
1.0956588431407845,30.448036750483563,0.0661337,2.36268,2.2104438,2.29609,0.0856462,1.0737,77.5971212647225,72.59725210246584
1.1260938110058063,31.334509348807224,0.0704902,2.37514,2.2165941,2.30533,0.0887359,1.10496,75.7994954878849,70.73970986191226
1.156528778870828,32.223817751987966,0.0746902,2.38609,2.2228438,2.3142,0.0913562,1.13632,74.04740240168458,68.98139187318571
1.1869637467358498,33.13609617451107,0.078923,2.39752,2.2302966,2.32349,0.0931934,1.16849,72.35372529622904,67.3071622032407
